sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
26052,SKM/SS/78A08/2015/256,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.08275,88.434778,Debris,Slide,NA
26053,SKM/SS/78A08/2015/254,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.084222,88.446083,Debris,Slide,NA
26054,SKM/SS/78A08/2015/255,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.084722,88.443833,Debris,Slide,NA
26055,SKM/SS/78A08/2015/257,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.087667,88.416528,Debris,Slide,NA
26056,SKM/SS/78A08/2015/258,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.090083,88.413139,Debris,Slide,NA
26057,SKM/SS/78A08/2015/259,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.090944,88.406833,Debris,Slide,NA
26058,SKM/SS/78A08/2015/253,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.093278,88.457444,Debris,Slide,NA
26059,SKM/SS/78A08/2015/248,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.096444,88.433375,Debris,Slide,NA
26060,SKM/SS/78A08/2015/260,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.097833,88.3785,Debris,Slide,NA
26061,SKM/SS/78A08/2015/245,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.098417,88.400167,Debris,Slide,NA
26062,SKM/SS/78A08/2015/261,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.101083,88.3615,Debris,Slide,NA
26063,SKM/SS/78A08/2015/244,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.101083,88.400417,Debris,Slide,NA
26064,SKM/SS/78A08/2015/243,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.101111,88.403333,Debris,Slide,NA
26065,SKM/SS/78A08/2015/247,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.101194,88.394611,Debris,Slide,NA
26066,SKM/SS/78A08/2015/252,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.102,88.458667,Debris,Slide,NA
26067,SKM/SS/78A08/2015/242,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.1025,88.400778,Debris,Slide,NA
26068,SKM/SS/78A08/2015/246,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.102639,88.394639,Debris,Slide,NA
26069,SKM/SS/78A08/2015/240,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.102944,88.404667,Debris,Subsidence,NA
26070,SKM/SS/78A08/2015/241,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.103111,88.402722,Debris,Slide,NA
26071,SKM/SS/78A08/2015/250,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.105972,88.444556,Debris,Subsidence,NA
26072,SKM/SS/78A08/2015/251,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.106694,88.449389,Debris,Slide,NA
26073,SKM/SS/78A08/2015/249,Sikkim,South Sikkim,,Pachekhani-Melli Road,27.106944,88.43375,Rock,Fall,NA
26074,SKM/SS/78A08/2015/262,Sikkim,South Sikkim,,Melli-Sumbuk Road,27.107417,88.363139,Debris,Slide,NA
26075,SKM/WS/78A08/2015/315,Sikkim,West Sikkim,,Melli-Jorethang Road,27.110583,88.340472,Debris,Slide,NA
26076,SKM/NS/78A04/2017/130,Sikkim,West Sikkim,,SH,27.1205,88.152722,Debris,Slide,NA
26077,SKM/NS/78A04/2017/131,Sikkim,West Sikkim,,SH,27.121444,88.153417,Debris,Slide,NA
26078,SKM/NS/78A04/2017/128,Sikkim,West Sikkim,,SH,27.1215,88.142222,Debris,Slide,NA
26079,SKM/NS/78A04/2017/104,Sikkim,West Sikkim,,SH,27.121611,88.237,Debris,Slide,NA
26080,SKM/NS/78A04/2017/129,Sikkim,West Sikkim,,SH,27.121611,88.145528,Debris,Slide,NA
26081,SKM/NS/78A04/2017/127,Sikkim,West Sikkim,Lower Siktam,SH,27.121917,88.139472,Rock,Slide,NA
26082,SKM/NS/78A04/2017/126,Sikkim,West Sikkim,,SH,27.122,88.139889,Debris,Slide,NA
26083,SKM/NS/78A04/2017/103,Sikkim,West Sikkim,,SH,27.122472,88.227611,Debris,Slide,NA
26084,SKM/SS/78A08/2015/320,Sikkim,South Sikkim,,Namchi-Kitam Road,27.122611,88.343389,Debris,Slide,NA
26085,SKM/NS/78A04/2017/102,Sikkim,West Sikkim,,SH,27.123833,88.225333,Debris,Slide,NA
26086,SKM/WS/78A08/2015/316,Sikkim,West Sikkim,,Melli-Jorethang Road,27.123889,88.319778,Debris,Slide,NA
26087,SKM/NS/78A04/2017/125,Sikkim,West Sikkim,Siktam,SH,27.124556,88.139778,Debris,Slide,NA
26088,SKM/SS/78A08/2015/314,Sikkim,South Sikkim,,Melli-Rabikhola Road,27.124778,88.445083,Debris,Slide,NA
26089,SKM/SS/78A08/2015/225,Sikkim,South Sikkim,,Namchi-Palum Road,27.125528,88.384556,Rock,Fall,NA
26090,SKM/NS/78A04/2017/123,Sikkim,West Sikkim,,SH,27.125861,88.14275,Debris,Slide,NA
26091,SKM/SS/78A08/2015/226,Sikkim,South Sikkim,,Namchi-Palum Road,27.126306,88.378667,Debris,Slide,NA
26092,SKM/SS/78A08/2015/322,Sikkim,South Sikkim,,Namchi-Kitam Road,27.126444,88.340444,Debris,Slide,NA
26093,SKM/WS/78A08/2015/317,Sikkim,West Sikkim,,Melli-Jorethang Road,27.126472,88.31675,Debris,Slide,NA
26094,SKM/WS/78A08/2015/318,Sikkim,West Sikkim,,Melli-Jorethang Road,27.127194,88.308306,Debris,Slide,NA
26095,SKM/WS/78A08/2015/319,Sikkim,West Sikkim,,Melli-Jorethang Road,27.12825,88.292194,Debris,Slide,NA
26096,SKM/NS/78A04/2017/124,Sikkim,West Sikkim,,SH,27.128333,88.148833,Rock,Slide,NA
26097,SKM/SS/78A08/2015/312,Sikkim,South Sikkim,,Melli-Rabikhola Road,27.128694,88.442778,Debris,Slide,NA
26098,SKM/NS/78A04/2017/122,Sikkim,West Sikkim,,SH,27.128694,88.141639,Debris,Slide,NA
26099,SKM/WS/78A08/2015/383,Sikkim,West Sikkim,,Jorthang-Malbasey Road,27.128972,88.262111,Debris,Slide,NA
26100,SKM/SS/78A08/2015/313,Sikkim,South Sikkim,,Melli-Rabikhola Road,27.129,88.441361,Debris,Slide,NA
26101,SKM/WS/78A08/2015/382,Sikkim,West Sikkim,,Jorthang-Malbasey Road,27.129861,88.266222,Debris,Slide,NA
26102,SKM/SS/78A08/2015/216,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.130056,88.412944,Debris,Slide,NA
26103,SKM/SS/78A08/2015/323,Sikkim,South Sikkim,,Namchi-Kitam Road,27.130444,88.340222,Debris,Slide,NA
26104,SKM/SS/78A08/2015/224,Sikkim,South Sikkim,,Namchi-Palum Road,27.131444,88.386,Debris,Slide,NA
26105,SKM/SS/78A08/2015/223,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.131528,88.384417,Debris,Slide,NA
26106,SKM/SS/78A08/2015/221,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.133556,88.39475,Rock,Slide,NA
26107,SKM/SS/78A08/2015/217,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.133583,88.404583,Rock,Fall,NA
26108,SKM/SS/78A08/2015/222,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.133722,88.390833,Debris,Slide,NA
26109,SKM/SS/78A08/2015/324,Sikkim,South Sikkim,,Namchi-Kitam Road,27.133806,88.342778,Debris,Slide,NA
26110,SKM/SS/78A08/2015/227,Sikkim,South Sikkim,,Namchi-Palum Road,27.134306,88.370528,Debris,Slide,NA
26111,SKM/SS/78A08/2015/218,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.134389,88.40425,Debris,Slide,NA
26112,SKM/SS/78A08/2015/220,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.135833,88.391111,Debris,Slide,NA
26113,SKM/SS/78A08/2015/325,Sikkim,South Sikkim,,Namchi-Kitam Road,27.137667,88.342694,Debris,Slide,NA
26114,SKM/SS/78A08/2015/219,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.137694,88.401556,Debris,Slide,NA
26115,SKM/SS/78A08/2015/228,Sikkim,South Sikkim,,Namchi-Palum Road,27.139944,88.368167,Rock,Slide,NA
26116,SKM/SS/78A08/2015/229,Sikkim,South Sikkim,,Namchi-Palum Road,27.140889,88.368222,Debris,Slide,NA
26117,SKM/NS/78A04/2017/101,Sikkim,West Sikkim,,SH,27.141,88.211194,Debris,Slide,NA
26118,SKM/NS/78A04/2017/114,Sikkim,West Sikkim,Tharpu,SH,27.141944,88.180222,Debris,Slide,NA
26119,SKM/NS/78A04/2017/115,Sikkim,West Sikkim,,SH,27.142028,88.172139,Debris,Slide,NA
26120,SKM/SS/78A08/2015/231,Sikkim,South Sikkim,,Namchi-Palum Road,27.143556,88.373083,Debris,Slide,NA
26121,SKM/NS/78A04/2017/139,Sikkim,West Sikkim,,SH,27.144056,88.127361,Earth,Slide,NA
26122,SKM/WS/78A08/2015/264,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.144167,88.311083,Rock,Fall,NA
26123,SKM/SS/78A08/2015/230,Sikkim,South Sikkim,,Namchi-Palum Road,27.145056,88.370778,Rock,Slide,NA
26124,SKM/WS/78A08/2015/265,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.145444,88.305694,Debris,Slide,NA
26125,SKM/SS/78A07/2015/326,Sikkim,South Sikkim,,Melli-Jorethang Road,27.149722,88.348333,Debris,Slide,NA
26126,SKM/NS/78A04/2017/121,Sikkim,West Sikkim,,SH,27.149889,88.096861,Earth,Slide,NA
26127,SKM/NS/78A04/2017/109,Sikkim,West Sikkim,,SH,27.149972,88.184222,Debris,Slide,NA
26128,SKM/SS/78A08/2015/311,Sikkim,South Sikkim,,Melli-Phong Road,27.150778,88.4385,Debris,Slide,NA
26129,SKM/WS/78A08/2015/266,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.151028,88.309889,Debris,Slide,NA
26130,SKM/NS/78A04/2017/108,Sikkim,West Sikkim,Lower Timburbung,SH,27.152722,88.190833,Earth,Slide,NA
26131,SKM/SS/78A08/2015/232,Sikkim,South Sikkim,,Namchi-Palum Road,27.152861,88.390361,Rock,Slide,NA
26132,SKM/SS/78A08/2015/215,Sikkim,South Sikkim,,Sadam-Bhajyang Road,27.153083,88.412056,Debris,Slide,NA
26133,SKM/WS/78A08/2015/267,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.153306,88.3135,Debris,Slide,NA
26134,SKM/NS/78A04/2017/120,Sikkim,West Sikkim,,SH,27.153444,88.095639,Debris,Slide,NA
26135,SKM/SS/78A08/2015/175,Sikkim,South Sikkim,,Namchi-Namthang Road,27.153528,88.494389,Debris,Slide,NA
26136,SKM/SS/78A08/2015/307,Sikkim,South Sikkim,,Melli-Phong Road,27.15425,88.500333,Debris,Slide,NA
26137,SKM/WS/78A08/2015/379,Sikkim,West Sikkim,,NULL,27.1545,88.275667,Debris,Slide,NA
26138,SKM/SS/78A08/2015/310,Sikkim,South Sikkim,,Melli-Phong Road,27.154722,88.443056,Debris,Slide,NA
26139,SKM/SS/78A08/2015/176,Sikkim,South Sikkim,,Namchi-Namthang Road,27.154889,88.493194,Debris,Slide,NA
26140,SKM/WS/78A08/2015/269,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.155028,88.319556,Rock,Slide,NA
26141,SKM/SS/78A08/2015/233,Sikkim,South Sikkim,,Namchi-Palum Road,27.155306,88.390278,Debris,Slide,NA
26142,SKM/SS/78A08/2015/279,Sikkim,South Sikkim,,Namchi-Namthang Road,27.15625,88.430722,Debris,Slide,NA
26143,SKM/ES/78A12/2015/162,Sikkim,East Sikkim,,Namchi-Namthang Road,27.156806,88.5225,Rock,Fall,NA
26144,SKM/NS/78A04/2017/98,Sikkim,West Sikkim,,SH,27.156944,88.230778,Debris,Slide,NA
26145,SKM/ES/78A2/2015/167,Sikkim,East Sikkim,,Namchi-Namthang Road,27.157056,88.512778,Debris,Slide,NA
26146,SKM/NS/78A04/2017/113,Sikkim,West Sikkim,,SH,27.157361,88.171667,Debris,Slide,NA
26147,SKM/WS/78A08/2015/293,Sikkim,West Sikkim,,Namchi-Jorthang Road,27.157694,88.306806,Debris,Slide,NA
26148,SKM/ES/78A12/2015/163,Sikkim,East Sikkim,,Namchi-Namthang Road,27.157694,88.522194,Rock,Topple,NA
26149,SKM/NS/78A04/2017/119,Sikkim,West Sikkim,,SH,27.157694,88.092833,Debris,Slide,NA
26150,SKM/NS/78A04/2017/97,Sikkim,West Sikkim,,SH,27.157806,88.230306,Debris,Slide,NA
26151,SKM/NS/78A04/2017/116,Sikkim,West Sikkim,,SH,27.157861,88.090194,Earth,Slide,NA
26152,SKM/SS/78A08/2015/273,Sikkim,South Sikkim,,Namchi-Namthang Road,27.158,88.347972,Debris,Slide,NA
26153,SKM/NS/78A04/2017/140,Sikkim,West Sikkim,,SH,27.158056,88.141528,Debris,Slide,NA
26154,SKM/SS/78A08/2015/177,Sikkim,South Sikkim,,Namchi-Namthang Road,27.158111,88.491722,Debris,Slide,NA
26155,SKM/ES/78A2/2015/168,Sikkim,East Sikkim,,Namchi-Namthang Road,27.158111,88.512472,Debris,Slide,NA
26156,SKM/WS/78A08/2015/271,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.158139,88.344806,Debris,Slide,NA
26157,SKM/WS/78A08/2015/270,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.158222,88.34325,Debris,Slide,NA
26158,SKM/NS/78A04/2017/134,Sikkim,West Sikkim,,SH,27.158222,88.100361,Debris,Slide,NA
26159,SKM/ES/78A12/2015/164,Sikkim,East Sikkim,,Namchi-Namthang Road,27.158361,88.521833,Debris,Slide,NA
26160,SKM/SS/78A08/2015/276,Sikkim,South Sikkim,,Namchi-Namthang Road,27.158417,88.420139,Debris,Slide,NA
26161,SKM/SS/78A08/2015/303,Sikkim,South Sikkim,,Namthang-Kabrey Road,27.158583,88.466306,Rock,Fall,NA
26162,SKM/SS/78A08/2015/278,Sikkim,South Sikkim,,Namchi-Namthang Road,27.158944,88.427111,Debris,Slide,NA
26163,SKM/ES/78A2/2015/169,Sikkim,East Sikkim,,Namchi-Namthang Road,27.158972,88.514611,Rock,Fall,NA
26164,SKM/NS/78A04/2017/117,Sikkim,West Sikkim,,SH,27.158972,88.090944,Debris,Slide,NA
26165,SKM/SS/78A08/2015/309,Sikkim,South Sikkim,,Melli-Phong Road,27.159194,88.444361,Debris,Slide,NA
26166,SKM/NS/78A04/2017/118,Sikkim,West Sikkim,,SH,27.159361,88.09225,Earth,Slide,NA
26167,SKM/WS/78A08/2015/294,Sikkim,West Sikkim,,Namchi-Jorthang Road,27.159472,88.300028,Debris,Slide,NA
26168,SKM/WS/78A08/2015/268,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.159639,88.318889,Debris,Subsidence,NA
26169,SKM/SS/78A08/2015/234,Sikkim,South Sikkim,,Namchi-Palum Road,27.159972,88.379083,Rock,Slide,NA
26170,SKM/SS/78A08/2015/277,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160056,88.423028,Debris,Slide,NA
26171,SKM/NS/78A04/2017/132,Sikkim,West Sikkim,,SH,27.160056,88.091806,Debris,Slide,NA
26172,SKM/SS/78A08/2015/272,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160194,88.415056,Debris,Slide,NA
26173,SKM/SS/78A12/2015/170,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160444,88.512472,Rock,Fall,NA
26174,SKM/SS/78A12/2015/174,Sikkim,South Sikkim,,Namchi-Namthang Road,27.160722,88.505889,Debris,Slide,NA
26175,SKM/NS/78A04/2017/133,Sikkim,West Sikkim,,SH,27.161,88.094306,Debris,Slide,NA
26176,SKM/SS/78A12/2015/171,Sikkim,South Sikkim,,Namchi-Namthang Road,27.161306,88.512944,Debris,Slide,NA
26177,SKM/SS/78A08/2015/274,Sikkim,South Sikkim,,Namchi-Namthang Road,27.161444,88.410556,Debris,Slide,NA
26178,SKM/SS/78A12/2015/173,Sikkim,South Sikkim,,Namchi-Namthang Road,27.161917,88.509639,Debris,Slide,NA
26179,SKM/SS/78A08/2015/181,Sikkim,South Sikkim,,Namchi-Namthang Road,27.162111,88.491444,Rock,Fall,NA
26180,SKM/SS/78A12/2015/172,Sikkim,South Sikkim,,Namchi-Namthang Road,27.162194,88.510611,Debris,Slide,NA
26181,SKM/SS/78A08/2015/212,Sikkim,South Sikkim,,Namchi-Namthang Road,27.16275,88.383306,Earth,Slide,NA
26182,SKM/SS/78A08/2015/275,Sikkim,South Sikkim,,Namchi-Namthang Road,27.162778,88.413222,Rock,Slide,NA
26183,SKM/SS/78A08/2015/179,Sikkim,South Sikkim,,Namchi-Namthang Road,27.162781,88.484864,Debris,Slide,NA
26184,SKM/NS/78A04/2017/142,Sikkim,West Sikkim,,SH,27.163472,88.143083,Debris,Slide,NA
26185,SKM/SS/78A08/2015/282,Sikkim,South Sikkim,,Namchi-Namthang Road,27.163556,88.458833,Debris,Slide,NA
26186,SKM/SS/78A08/2015/214,Sikkim,South Sikkim,,Namchi-Namthang Road,27.16375,88.406417,Rock,Slide,NA
26187,SKM/SS/78A08/2015/281,Sikkim,South Sikkim,,Namchi-Namthang Road,27.163861,88.462306,Debris,Slide,NA
26188,SKM/ES/78A12/2015/165,Sikkim,East Sikkim,,Namchi-Namthang Road,27.163861,88.52,Debris,Slide,NA
26189,SKM/NS/78A04/2017/141,Sikkim,West Sikkim,,SH,27.163861,88.141361,Debris,Slide,NA
26190,SKM/NS/78A04/2017/100,Sikkim,West Sikkim,Malbasley,SH,27.164472,88.213889,Rock,Slide,NA
26191,SKM/NS/78A04/2017/96,Sikkim,West Sikkim,,SH,27.1645,88.228444,Rock,Slide,NA
26192,SKM/SS/78A08/2015/396,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.164528,88.348472,Debris,Slide,NA
26193,SKM/SS/78A08/2015/308,Sikkim,South Sikkim,,Melli-Phong Road,27.165,88.444444,Debris,Slide,NA
26194,SKM/SS/78A08/2015/395,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.165278,88.348528,Debris,Slide,NA
26195,SKM/NS/78A04/2017/112,Sikkim,West Sikkim,,SH,27.165333,88.162028,Debris,Slide,NA
26196,SKM/SS/78A08/2015/180,Sikkim,South Sikkim,,Namchi-Namthang Road,27.165528,88.496556,Debris,Slide,NA
26197,SKM/SS/78A08/2015/178,Sikkim,South Sikkim,,Namchi-Namthang Road,27.165586,88.488511,Debris,Slide,NA
26198,SKM/SS/78A08/2015/183,Sikkim,South Sikkim,,Namchi-Namthang Road,27.165833,88.436667,Debris,Slide,NA
26199,SKM/NS/78A04/2017/143,Sikkim,West Sikkim,,SH,27.166278,88.144333,Debris,Slide,NA
26200,SKM/SS/78A08/2015/213,Sikkim,South Sikkim,,Namchi-Namthang Road,27.166528,88.401333,Debris,Slide,NA
26201,SKM/SS/78A08/2015/304,Sikkim,South Sikkim,,Perbing-Chuba Road,27.166611,88.417528,Debris,Slide,NA
26202,SKM/SS/78A08/2015/394,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.167611,88.348889,Debris,Slide,NA
26203,SKM/NS/78A04/2017/99,Sikkim,West Sikkim,,SH,27.167972,88.224778,Rock,Slide,NA
26204,SKM/SS/78A08/2015/211,Sikkim,South Sikkim,,Namchi-Namthang Road,27.168167,88.384556,Debris,Slide,NA
26205,SKM/SS/78A08/2015/302,Sikkim,South Sikkim,,NULL,27.169028,88.486333,Debris,Slide,NA
26206,SKM/SS/78A08/2015/198,Sikkim,South Sikkim,,Namchi-Damthang Road,27.169472,88.363778,Debris,Slide,NA
26207,SKM/SS/78A08/2015/280,Sikkim,South Sikkim,,Namchi-Namthang Road,27.169583,88.462361,Debris,Slide,NA
26208,SKM/NS/78A04/2017/135,Sikkim,West Sikkim,Bhoreng,SH,27.170833,88.086361,Earth,Slide,NA
26209,SKM/NS/78A04/2017/95,Sikkim,West Sikkim,,SH,27.171083,88.245417,Debris,Slide,NA
26210,SKM/SS/78A08/2015/393,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.171139,88.354611,Debris,Slide,NA
26211,SKM/NS/78A04/2017/110,Sikkim,West Sikkim,,SH,27.171639,88.159333,Debris,Slide,NA
26212,SKM/NS/78A04/2017/111,Sikkim,West Sikkim,,SH,27.171833,88.160861,Debris,Slide,NA
26213,SKM/NS/78A04/2017/137,Sikkim,West Sikkim,,SH,27.172083,88.090333,Earth,Slide,NA
26214,SKM/SOUTH/78A08/2017/001,Sikkim,South Sikkim,"Gumpa Monastery, Upper Gurpisey","State Highway (Namchi- Damthang Road, South Sikkim)",27.172228,88.372,Debris,Complex,2017
26215,SKM/SS/78A08/2015/210,Sikkim,South Sikkim,,Namchi-Namthang Road,27.172333,88.381444,Debris,Slide,NA
26216,SKM/SS/78A08/2015/297,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.172444,88.386972,Rock,Slide,NA
26217,SKM/NS/78A04/2017/136,Sikkim,West Sikkim,Ribdi,SH,27.172444,88.089528,Earth,Slide,NA
26218,SKM/NS/78A04/2017/138,Sikkim,West Sikkim,,SH,27.173861,88.092111,Earth,Slide,NA
26219,SKM/SS/78A08/2015/296,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.173917,88.38525,Rock,Slide,NA
26220,SKM/SS/78A08/2015/182,Sikkim,South Sikkim,,Namchi-Namthang Road,27.174389,88.452028,Debris,Slide,NA
26221,SKM/SS/78A08/2015/295,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.175,88.385028,Rock,Slide,NA
26222,SKM/SS/78A08/2015/300,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.175778,88.402417,Debris,Slide,NA
26223,SKM/SS/78A08/2015/305,Sikkim,South Sikkim,,Perbing-Chuba Road,27.176,88.429556,Debris,Slide,NA
26224,SKM/SS/78A08/2015/299,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.176944,88.402056,Debris,Slide,NA
26225,SKM/SS/78A08/2015/301,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.177056,88.402611,Rock,Slide,NA
26226,SKM/SS/78A08/2015/263,Sikkim,South Sikkim,,NULL,27.177167,88.369611,Rock,Slide,NA
26227,SKM/SS/78A08/2015/306,Sikkim,South Sikkim,,Perbing-Chuba Road,27.178111,88.430556,Debris,Slide,NA
26228,SKM/ES/78A12/2015/101,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.178889,88.533097,Rock,Slide,NA
26229,SKM/NS/78A04/2017/106,Sikkim,West Sikkim,,SH,27.179278,88.190972,Earth,Slide,NA
26230,SKM/ES/78A12/2015/141,Sikkim,East Sikkim,,NH-31A,27.179639,88.519778,Debris,Slide,NA
26231,SKM/ES/78A12/2015/143,Sikkim,East Sikkim,,NH-31A,27.180417,88.51025,Rock,Slide,NA
26232,SKM/ES/78A12/2015/142,Sikkim,East Sikkim,,NH-31A,27.180528,88.518611,Debris,Slide,NA
26233,SKM/NS/78A04/2017/105,Sikkim,West Sikkim,Gumpa Dara,SH,27.181167,88.192028,Debris,Slide,NA
26234,SKM/WS/78A08/2015/378,Sikkim,West Sikkim,,NULL,27.181222,88.309528,Debris,Slide,NA
26235,SKM/SS/78A08/2015/298,Sikkim,South Sikkim,,Namchi-Jorthang Road,27.18175,88.395778,Debris,Slide,NA
26236,SKM/ES/78A12/2015/144,Sikkim,East Sikkim,,NH-31A,27.182111,88.508,Rock,Slide,NA
26237,SKM/NS/78A03/2017/82,Sikkim,West Sikkim,Barakheley Dara,SH,27.185944,88.197944,Debris,Slide,NA
26238,SKM/NS/78A03/2017/83,Sikkim,West Sikkim,,SH,27.185972,88.205833,Earth,Slide,NA
26239,SKM/WS/78A08/2015/351,Sikkim,West Sikkim,,legship-Sikkip Road,27.186361,88.320417,Debris,Slide,NA
26240,SKM/NS/78A03/2017/84,Sikkim,West Sikkim,,SH,27.186611,88.206278,Earth,Slide,NA
26241,SKM/ES/78A12/2015/102,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.18815,88.562083,Debris,Slide,NA
26242,SKM/ES/78A12/2015/145,Sikkim,East Sikkim,,NH-31A,27.188528,88.501194,Rock,Slide,NA
26243,SKM/SS/78A08/2015/197,Sikkim,South Sikkim,,Namchi-Damthang Road,27.189222,88.391056,Debris,Slide,NA
26244,SKM/ES/78A12/2015/103,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.189261,88.595686,Debris,Slide,NA
26245,SKM/ES/78A12/2015/39,Sikkim,East Sikkim,Padamchey,Rangpo-Rorathang Road,27.19,88.564472,Rock,Fall,NA
26246,SKM/ES/78A12/2015/104,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.190067,88.596483,Rock,Slide,NA
26247,SKM/ES/78A12/2015/105,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.190833,88.596889,Debris,Slide,NA
26248,SKM/WS/78A08/2015/350,Sikkim,West Sikkim,,legship-Sikkip Road,27.191639,88.325861,Debris,Slide,NA
26249,SKM/WS/78A08/2015/374,Sikkim,West Sikkim,,Sangadorji-Bum Road,27.191917,88.2885,Debris,Slide,NA
26250,SKM/ES/78A12/2015/106,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.192989,88.603083,Debris,Slide,NA
26251,SKM/ES/78A12/2015/135,Sikkim,East Sikkim,,Rhenak Road,27.193794,88.650528,Debris,Slide,NA
26252,SKM/SS/78A08/2015/206,Sikkim,South Sikkim,,Kholaghari village Road,27.194333,88.388889,Debris,Slide,NA
26253,SKM/ES/78A12/2015/108,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.195083,88.631992,Debris,Slide,NA
26254,SKM/ES/78A12/2015/109,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.195511,88.6342,Debris,Slide,NA
26255,SKM/ES/78A12/2015/107,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.195703,88.625444,Debris,Slide,NA
26256,SKM/SS/78A08/2015/207,Sikkim,South Sikkim,,Kholaghari village Road,27.195722,88.387472,Debris,Slide,NA
26257,SKM/NS/78A03/2017/81,Sikkim,West Sikkim,Phuchenbong,SH,27.197111,88.208722,Debris,Slide,NA
26258,SKM/SS/78A12/2015/146,Sikkim,South Sikkim,,NH-31A,27.197417,88.4905,Rock,Slide,NA
26259,SKM/ES/78A12/2015/110,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.198856,88.638725,Debris,Slide,NA
26260,SKM/ES/78A12/2015/134,Sikkim,East Sikkim,,Rhenak Road,27.198928,88.66095,Debris,Slide,NA
26261,SKM/SS/78A08/2015/385,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.199028,88.350417,Debris,Slide,NA
26262,SKM/ES/78A12/2015/111,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.199722,88.641633,Rock,Topple,NA
26263,SKM/SS/78A08/2015/386,Sikkim,South Sikkim,,Sikkip-Wak-Namchi Road,27.200389,88.3545,Debris,Slide,NA
26264,SKM/WS/78A08/2015/384,Sikkim,West Sikkim,,Sikkip-Wak-Namchi Road,27.200861,88.340861,Debris,Slide,NA
26265,SKM/ES/78A12/2015/133,Sikkim,East Sikkim,,Rhenak Road,27.201278,88.665381,Debris,Slide,NA
26266,SKM/WS/78A08/2015/366,Sikkim,West Sikkim,,Kaluk-Rinchenpong Road,27.20175,88.268194,Debris,Slide,NA
26267,SKM/ES/78A12/2015/132,Sikkim,East Sikkim,,Rhenak Road,27.201875,88.667278,Debris,Slide,NA
